name,grade,birth_date_hijri,death_date_hijri,reliability_grade
Abd al-Smd bin Abd عبد الصمد بن عبد الوهاب الحضرمي,3rd Century AH [11th generation],,,Unknown
'Abdul 'Aziz bin al-Sry عبد العزيز بن السري,3rd Century AH [10th generation],,,Unknown
'Abdul 'Aziz bin Mnyb عبد العزيز بن منيب,3rd Century AH [11th generation],,267.0,Unknown
'Abdul 'Aziz bin Musa عبد العزيز بن موسى بن روح اللاحوني,3rd Century AH [10th generation],,,Unknown
'Abdul 'Aziz bin Yahya bin Yusuf عبد العزيز بن يحيى بن يوسف البكائي,3rd Century AH [10th generation],,235.0,Unknown
Abd al-Ghfar bin al-Hakam عبد الغفار بن الحكم الأموي مولاهم,3rd Century AH [10th generation],,217.0,Unknown
Abd al-Ghfar bin Da'ud عبد الغفار بن داود,3rd Century AH [10th generation],,,Unknown
'Abdul Malik bin Habib عبد الملك بن حبيب المصيصي أبو مروان,3rd Century AH [10th generation],,240.0,Unknown
'Abdul Malik bin Habib عبد الملك بن حبيب,3rd Century AH [10th generation],,239.0,Unknown
'Abdul Malik bin al-Sbah عبد الملك بن الصباح,3rd Century AH,,,Unknown
'Abdul Malik bin Abd عبد الملك بن عبد الحميد,3rd Century AH [11th generation],,274.0,Unknown
'Abdul Malik bin Muhammad عبد الملك بن محمد بن أيمن,3rd Century AH [10th generation],,,Unknown
'Abdul Malik bin Mrwan عبد الملك بن مروان,3rd Century AH,,256.0,Unknown
Abd al-Wahd bin Salah عبد الواحد بن صالح,3rd Century AH [11th generation],,,Unknown
Abd al-Warth bin 'Ubaid عبد الوارث بن عبيد الله العتكي,3rd Century AH [10th generation],,239.0,Unknown
Abd al-Whab bin al-Dhak عبد الوهاب بن الضحاك بن أبان,3rd Century AH [10th generation],,245.0,Unknown
Abd al-Whab bin al-Dhak عبد الوهاب بن الضحاك النيسابوري,3rd Century AH [11th generation],,,Unknown
Abd al-Whab bin Njd'h عبد الوهاب بن نجدة,3rd Century AH [10th generation],,232.0,Unknown
'Ubda bin Sulaiman عبدة بن سليمان المروزي,3rd Century AH [10th generation],,239.0,Unknown
Abd'h bin Abd al-Rhym عبدة بن عبد الرحيم بن حسان,3rd Century AH [10th generation],,244.0,Unknown
'Ubaidullah bin Fdalh عبيد الله بن فضالة بن إبراهيم النسائي,3rd Century AH [11th generation],,241.0,Unknown
'Ubaidullah bin Fdalh عبيد الله بن فضالة اللخمي,3rd Century AH [10th generation],,,Unknown
'Ubaidullah bin Muhammad al-'Aishi عبيد الله بن محمد بن حفص العيشي,3rd Century AH [10th generation],,228.0,Unknown
'Ubaidullah bin Muhammad عبيد الله بن محمد بن عبد الله,3rd Century AH [12th generation],,291.0,Unknown
'Ubaidullah bin Aby عبيد الله بن أبي الوزير,3rd Century AH [11th generation],,,Unknown
'Ubaidullah bin Yazid عبيد الله بن يزيد بن إبراهيم,3rd Century AH [10th generation],,,Unknown
'Ubaid bin Aadm bin Aby عبيد بن آدم بن أبي إياس العسقلاني,3rd Century AH [11th generation],,258.0,Unknown
'Ubaid bin Hisham عبيد بن هشام,3rd Century AH [10th generation],,,Unknown
'Ubaid bin Wky' bin al-Jrah عبيد بن وكيع بن الجراح,3rd Century AH [11th generation],,,Unknown
'Atab bin Ziyad al-Khrasany عتاب بن زياد الخراساني أبو عمرو المروزي,3rd Century AH [11th generation],,212.0,Unknown
'Utba bin Sa'id عتبة بن سعيد,3rd Century AH [10th generation],,,Unknown
'Utba bin 'Abdullah عتبة بن عبد الله بن عتبة اليحمدي,3rd Century AH [10th generation],,244.0,Unknown
'Uthman bin 'Abdullah عثمان بن عبد الله بن محمد بن خرزاذ,3rd Century AH [11th generation],,281.0,Unknown
'Ali bin Ishaq al-Salmi علي بن إسحاق السلمي,3rd Century AH [10th generation],,213.0,Unknown
'Ali bin Ishaq bin علي بن إسحاق,3rd Century AH [10th generation],,237.0,Unknown
'Ali bin Bkar علي بن بكار,3rd Century AH [10th generation],,240.0,Unknown
'Ali bin Ja'far bin Muhammad علي بن جعفر بن محمد بن علي,3rd Century AH [10th generation],,210.0,Unknown
'Ali bin Harb bin Muhammad علي بن حرب بن محمد بن علي,3rd Century AH [10th generation],175.0,265.0,Unknown
'Ali bin Hrb bin Abd علي بن حرب بن عبد الرحمن الجنديسابوري,3rd Century AH [11th generation],,258.0,Unknown
'Ali bin al-Hasan bin Abi 'Isa علي بن الحسن بن أبي عيسى الدرابجردي,3rd Century AH [11th generation],,207.0,Unknown
'Ali bin al-Hasan al-Hrthmy علي بن الحسن الهرثمي,3rd Century AH [11th generation],,,Unknown
'Ali bin al-Husain bin Ibrahim Ashkab علي بن الحسين بن إبراهيم بن الحر أشكاب,3rd Century AH [10th generation],,261.0,Unknown
'Ali bin al-Husain bin Hrb علي بن الحسين بن حرب,3rd Century AH [12th generation],,319.0,Unknown
'Ali bin al-Husain al-Rqy علي بن الحسين الرقي,3rd Century AH [11th generation],,250.0,Unknown
'Ali bin Hkym bin Zahr علي بن حكيم بن زاهر الخراساني,3rd Century AH [10th generation],,235.0,Unknown
'Ali bin Da'ud bin Yazid علي بن داود بن يزيد,3rd Century AH [11th generation],,272.0,Unknown
'Ali bin Sa'id bin Jryr علي بن سعيد بن جرير,3rd Century AH [11th generation],,250.0,Unknown
'Ali bin Salmah bin 'Uqba علي بن سلمة بن عقبة القرشي اللبقي,3rd Century AH [11th generation],,252.0,Unknown
'Ali bin Sahl bin Qadim علي بن سهل بن قادم,3rd Century AH [11th generation],,261.0,Unknown
'Ali bin Sahl علي بن سهل,3rd Century AH [11th generation],,,Unknown
'Ali bin 'Uthman bin Muhammad علي بن عثمان بن محمد بن سعيد النفيلي,3rd Century AH [11th generation],,272.0,Unknown
'Ali bin 'Isa al-Mkhrmy علي بن عيسى المخرمي,3rd Century AH [10th generation],,233.0,Unknown
'Ali bin al-Mthna al-Thwy علي بن المثنى الطهوي,3rd Century AH [11th generation],,256.0,Unknown
'Ali bin al-Mthna bin Yahya علي بن المثنى بن يحيى,3rd Century AH [10th generation],,,Unknown
'Ali bin Muhammad bin Ishaq al-Tanafasi علي بن محمد بن إسحاق الطنافسي,3rd Century AH [10th generation],,235.0,Unknown
'Ali bin Muhammad b. 'Ali b. Abi al-Mada علي بن محمد بن علي بن أبي المضاء,3rd Century AH [11th generation],,,Unknown
'Ali bin Musa bin Ja'far bin Muhammad علي بن موسى بن جعفر بن محمد الرضي,3rd Century AH [10th generation],,203.0,Unknown
'Ali bin Maymun al-Rqy علي بن ميمون الرقي,3rd Century AH [10th generation],,246.0,Unknown
'Ali bin Hashim bin Mrzwq علي بن هاشم بن مرزوق الهاشمي,3rd Century AH [10th generation],,,Unknown
Amar bin al-Hasan عمار بن الحسن,3rd Century AH [10th generation],,242.0,Unknown
Amar bin Khalid bin Yazid عمار بن خالد بن يزيد بن دينار,3rd Century AH [10th generation],,260.0,Unknown
Amar bin Talwt bin 'Aabad عمار بن طالوت بن عباد الجحدري,3rd Century AH [11th generation],,,Unknown
'Umar bin Hafs bin 'Umar عمر بن حفص بن عمر بن سعد,3rd Century AH [10th generation],,246.0,Unknown
'Umar bin al-Khtab al-Sjstany عمر بن الخطاب السجستاني,3rd Century AH [11th generation],,354.0,Unknown
'Umar bin Shbyb al-Wasty عمر بن شبيب الواسطي,3rd Century AH [10th generation],,,Unknown
'Umar bin 'Abdul Malik عمر بن عبد الملك بن حكيم الطائي,3rd Century AH [12th generation],,,Unknown
'Umar bin 'Uthman bin 'Asim عمر بن عثمان بن عاصم بن صهيب,3rd Century AH [10th generation],,,Unknown
'Umar bin Hisham al-Nswy عمر بن هشام النسوي,3rd Century AH [11th generation],,,Unknown
'Amr bin Hmad al-Bdy عمرو بن حماد العبدي,3rd Century AH [10th generation],,,Unknown
'Amr bin Rafa'i al-Qazwayni عمرو بن رافع بن الفرات القزويني,3rd Century AH [10th generation],,237.0,Unknown
'Amr bin 'Abdullah عمرو بن عبد الله بن حنش,3rd Century AH [10th generation],,250.0,Unknown
'Amr bin 'Uthman bin Sa'id bin Kahtir عمرو بن عثمان بن سعيد بن كثير,3rd Century AH [10th generation],170.0,250.0,Unknown
'Amr bin 'Uthman bin Syar عمرو بن عثمان بن سيار الكلابي,3rd Century AH [10th generation],,219.0,Unknown
'Amr bin Qtybh al-Swry عمرو بن قتيبة الصوري,3rd Century AH [11th generation],,,Unknown
'Amr bin Qst عمرو بن قسط,3rd Century AH [10th generation],,233.0,Unknown
'Amr bin Mnswr al-Nsa'iy عمرو بن منصور النسائي أبو سعيد,3rd Century AH [11th generation],,,Unknown
'Amr bin Hisham عمرو بن هشام,3rd Century AH [10th generation],,245.0,Unknown
'Amr bin Yahya bin al-Harith عمرو بن يحيى بن الحارث الحمصي,3rd Century AH [12th generation],,280.0,Unknown
'Amr bin Yazid Abu عمرو بن يزيد,3rd Century AH [11th generation],,,Unknown
'Imran bin Bakar al-Kula'i عمران بن بكار الكلاعي,3rd Century AH [11th generation],,271.0,Unknown
al-Wam bin 'Aabad bin al-Wam العوام بن عباد بن العوام الواسطي الكلابي,3rd Century AH [10th generation],,,Unknown
al-'Ala' bin Salah al-Nysabwry العلاء بن صالح النيسابوري,3rd Century AH [10th generation],,,Unknown
al-'Ala' bin Muslimh bin 'Uthman العلاء بن مسلمة بن عثمان,3rd Century AH [10th generation],,,Unknown
'Isa bin Ahmed bin 'Isa عيسى بن أحمد بن عيسى بن وردان,3rd Century AH [11th generation],,358.0,Unknown
'Isa bin Abi 'Isa عيسى بن أبي عيسى,3rd Century AH [11th generation],,,Unknown
'Isa bin Muhammad bin al-Nahas عيسى بن محمد بن النحاس,3rd Century AH [10th generation],,256.0,Unknown
'Isa bin Yonus bin Aban عيسى بن يونس بن أبان,3rd Century AH,,,Unknown
'Isa bin Yonus al-Tarsusi عيسى بن يونس الطرسوسي,3rd Century AH [11th generation],,,Unknown
Fdalh bin Ibrahim al-Tymy فضالة بن إبراهيم التيمي أبو إبراهيم,3rd Century AH [10th generation],,,Unknown
al-Fadl bin Mqatl al-Azdy الفضل بن مقاتل الأزدي أبو مقاتل البلخي,3rd Century AH [11th generation],,,Unknown
al-Qasim bin Ahmed bin Bashr القاسم بن أحمد بن بشر بن معروف,3rd Century AH [10th generation],,,Unknown
al-Qasim bin Salam al-Mrwzy القاسم بن سلام المروزي,3rd Century AH [11th generation],,240.0,Unknown
al-Qasim bin Abd al-Whab القاسم بن عبد الوهاب الصوري,3rd Century AH [11th generation],,,Unknown
al-Qasim bin 'Isa bin Ibrahim القاسم بن عيسى بن إبراهيم الطائي الواسطي,3rd Century AH [10th generation],,240.0,Unknown
al-Qasim bin 'Isa bin Idrys القاسم بن عيسى بن إدريس,3rd Century AH [10th generation],,225.0,Unknown
al-Qasim bin Kathir bin al-N'man القاسم بن كثير بن النعمان الإسكندراني,3rd Century AH [10th generation],,220.0,Unknown
al-Qasim bin al-Lyth bin Msrwr القاسم بن الليث بن مسرور,3rd Century AH [12th generation],,304.0,Unknown
al-Qasim bin Muhammad bin Hmyd القاسم بن محمد بن حميد,3rd Century AH [10th generation],,228.0,Unknown
Qrysh bin 'Abdur Rahman قريش بن عبد الرحمن,3rd Century AH [12th generation],,,Unknown
Qtn bin Ibrahim bin 'Isa قطن بن إبراهيم بن عيسى,3rd Century AH [11th generation],,261.0,Unknown
Kathir bin 'Ubaid bin Nmyr كثير بن عبيد بن نمير المذحجي,3rd Century AH [10th generation],,250.0,Unknown
Ka'b bin Sa'id (Ka'ban) كعب بن سعيد العامري البخاري - كعبان,3rd Century AH [10th generation],,,Unknown
"abu Umayya, Muhammad bin Ibrahim محمد بن إبراهيم  أبو أمية الطرسوسي",3rd Century AH [11th generation],,273.0,Unknown
Muhammad bin Ibrahim محمد بن إبراهيم,3rd Century AH [11th generation],,332.0,Unknown
Muhammad bin Ahmed bin al-Jrah محمد بن أحمد بن الجراح أبو عبد,3rd Century AH [11th generation],,245.0,Unknown
Muhammad bin Ahmed bin al-Husain محمد بن أحمد بن الحسين بن مدويه,3rd Century AH [11th generation],,,Unknown
Muhammad bin Ahmed bin Muhammad محمد بن أحمد بن محمد بن الحجاج,3rd Century AH [10th generation],,246.0,Unknown
Abu Hatim al-Razi أبو حاتم الرازي,3rd Century AH [11th generation],195.0,277.0,Unknown
Muhammad bin Aadm bin Sulaiman محمد بن آدم بن سليمان الجهني,3rd Century AH [10th generation],,250.0,Unknown
Muhammad bin Isma'il bin Samra محمد بن إسماعيل بن سمره الأحمسي,3rd Century AH [10th generation],,260.0,Unknown
Muhammad bin Isma'il bin Aby محمد بن إسماعيل بن أبي ضرار,3rd Century AH [11th generation],,,Unknown
Muhammad bin Isma'il bin Ayash محمد بن إسماعيل بن عياش,3rd Century AH [10th generation],,,Unknown
Muhammad bin Isma'il محمد بن إسماعيل,3rd Century AH [12th generation],,,Unknown
Muhammad bin A'yn Abu محمد بن أعين أبو الوزير المروزي خادم,3rd Century AH [10th generation],,213.0,Unknown
Muhammad bin Aflah al-Tark محمد بن أفلح بن عبد الملك - الترك,3rd Century AH [11th generation],,,Unknown
Muhammad bin Aflah bin محمد بن أفلح,3rd Century AH [12th generation],,,Unknown
Muhammad bin Umayya bin Aadm محمد بن أمية بن آدم,3rd Century AH [10th generation],,226.0,Unknown
Muhammad bin Ayoub al-Klaby محمد بن أيوب الكلابي أبو هريرة الواسطي,3rd Century AH [10th generation],,,Unknown
Muhammad bin (Khalid bin) Jabla محمد بن جبلة / بن خالد بن جبلة,3rd Century AH [11th generation],,255.0,Unknown
Muhammad bin Hatm bin Sulaiman محمد بن حاتم بن سليمان الزمي,3rd Century AH [10th generation],,246.0,Unknown
Muhammad bin Hatm bin N'ym محمد بن حاتم بن نعيم,3rd Century AH [12th generation],,,Unknown
Muhammad bin Hatm bin Yonus محمد بن حاتم بن يونس,3rd Century AH [10th generation],,225.0,Unknown
Muhammad bin al-Harith محمد بن الحارث,3rd Century AH [11th generation],,244.0,Unknown
Muhammad bin Hmad al-Thrany محمد بن حماد الطهراني,3rd Century AH [10th generation],,271.0,Unknown
Muhammad bin Hmad al-Abywrdy محمد بن حماد الأبيوردي,3rd Century AH [10th generation],,249.0,Unknown
Muhammad bin Hmyd bin Hyan محمد بن حميد بن حيان,3rd Century AH [10th generation],,248.0,Unknown
Muhammad bin Khalid bin محمد بن خالد,3rd Century AH [11th generation],,,Unknown
Muhammad bin Khalid al-Wasti محمد بن خالد الطحان الواسطي,3rd Century AH [10th generation],,240.0,Unknown
Muhammad bin Abi Khalid al-Qazwayni محمد بن أبي خالد القزويني,3rd Century AH [11th generation],,,Unknown
Muhammad bin Abi Khalid al-Suma'i محمد بن أبي خالد الصومعي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Abi Khalid al-Qazwayni محمد بن أبي خالد القزويني,3rd Century AH [11th generation],,,Unknown
Muhammad bin Abi Khalid al-Admi محمد بن أبي خالد الآدمي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Khlf bin Amar محمد بن خلف بن عمار,3rd Century AH [11th generation],,260.0,Unknown
Muhammad bin Khlyfh bin Sdqh محمد بن خليفة بن صدقة أبو جعفر,3rd Century AH [11th generation],,276.0,Unknown
Muhammad bin Da'ud bin Sufyan محمد بن داود بن سفيان,3rd Century AH [11th generation],,,Unknown
Muhammad bin Da'ud bin Sbyh محمد بن داود بن صبيح أبو جعفر,3rd Century AH [11th generation],,,Unknown
Muhammad bin Sa'id bin Sabq محمد بن سعيد بن سابق,3rd Century AH [10th generation],,216.0,Unknown
Muhammad bin Sufyan bin Aby محمد بن سفيان بن أبي الزرد الأبلي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Sulaiman al-Anbary محمد بن سليمان الأنباري,3rd Century AH,,234.0,Unknown
Muhammad bin Sama'a محمد بن سماعة,3rd Century AH [10th generation],,238.0,Unknown
Muhammad bin Sahl al-Nsa'iy محمد بن سهل النسائي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Salam al-Baykandi محمد بن سلام,3rd Century AH [11th generation],,,Unknown
Muhammad bin Shadhan al-Wasty محمد بن شاذان الواسطي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Shadhan al-Juhri محمد بن شاذان الجوهري,3rd Century AH [11th generation],,286.0,Unknown
Muhammad bin al-Sbah bin Sufyan محمد بن الصباح بن سفيان,3rd Century AH [10th generation],,240.0,Unknown
Muhammad bin Sdqh al-Jblany محمد بن صدقة الجبلاني,3rd Century AH [11th generation],,,Unknown
Muhammad bin Talb محمد بن طالب,3rd Century AH [10th generation],,,Unknown
Muhammad bin 'Asim al-Razy محمد بن عاصم الرازي,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Asim al-Thqfy محمد بن عاصم الثقفي الأصبهاني العابد,3rd Century AH [10th generation],,262.0,Unknown
Muhammad bin 'Asim al-'Asbhany محمد بن عاصم الأصبهاني الفقيه,3rd Century AH [12th generation],,299.0,Unknown
Muhammad bin 'Amir al-Antaky محمد بن عامر الأنطاكي نزيل الرملة,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Abdullah محمد بن عبد الله بن بكر بن سليمان,3rd Century AH [10th generation],,,Unknown
Muhammad bin 'Abdullah bin Ja'sham محمد بن عبد الله بن جعشم,3rd Century AH,,,Unknown
Muhammad bin 'Abdullah bin Mahal محمد بن عبد الله بن مهل,3rd Century AH,,,Unknown
Muhammad bin 'Abdullah bin Abi Ja'far محمد بن عبد الله بن أبي جعفر,3rd Century AH [10th generation],,,Unknown
Muhammad bin 'Abdullah bin Abi Hammad محمد بن عبد الله بن أبي حماد,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Abdullah bin Khalid محمد بن عبد الله بن خالد,3rd Century AH [12th generation],,,Unknown
Muhammad bin 'Abdullah bin al-Zubair محمد بن عبد الله بن الزبير,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Abdullah bin Sabur محمد بن عبد الله بن سابور/بن خالويه,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Abdullah bin 'Abdul Hakam محمد بن عبد الله بن عبد الحكم البالسي,3rd Century AH [12th generation],,,Unknown
Muhammad bin 'Abdullah bin Maymun محمد بن عبد الله بن ميمون,3rd Century AH [10th generation],,262.0,Unknown
Muhammad bin 'Abdullah al-Ramli محمد بن عبد الله الرملي,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Abdullah al-'Anbari محمد بن عبد الله العنبري,3rd Century AH [10th generation],,,Unknown
Muhammad bin 'Abdul Jabbar al-Hamdani محمد بن عبد الجبار الهمذاني,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Abdul Jabbar bin Mahran محمد بن عبد الجبار بن مهران,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Abdul Karim محمد بن عبد الكريم بن محمد,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Abdul Malik bin Marwan محمد بن عبد الملك بن مروان الدقيقي,3rd Century AH [11th generation],,266.0,Unknown
Muhammad bin 'Abdul Wahab bin Habib محمد بن عبد الوهاب أبو أحمد الفراء,3rd Century AH [11th generation],,272.0,Unknown
Muhammad bin 'Ubaidullah محمد بن عبيد الله بن محمد,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Ubaidullah محمد بن عبيد الله بن يزيد,3rd Century AH [11th generation],,268.0,Unknown
Muhammad bin 'Ubaid bin 'Abdul Malik محمد بن عبيد بن عبد الملك الأسدي,3rd Century AH [10th generation],,249.0,Unknown
Muhammad bin 'Uthman bin Abi Safwan محمد بن عثمان بن أبي صفوان,3rd Century AH [11th generation],,252.0,Unknown
Muhammad bin 'Uthman al-Tnwkhy محمد بن عثمان التنوخي أبو الجماهر,3rd Century AH [10th generation],,224.0,Unknown
Muhammad bin 'Aziz bin 'Abdullah محمد بن عزيز بن عبد الله,3rd Century AH [11th generation],,267.0,Unknown
Muhammad bin 'Aqeel محمد بن عقيل,3rd Century AH [11th generation],,257.0,Unknown
Muhammad bin 'Ali bin Harb محمد بن علي بن حرب,3rd Century AH,,,Unknown
Muhammad bin 'Ali bin al-Hasan محمد بن علي بن الحسن بن شقيق حلق,3rd Century AH [11th generation],,250.0,Unknown
Muhammad bin 'Ali bin Hamza محمد بن علي بن حمزة,3rd Century AH [11th generation],,261.0,Unknown
Muhammad bin 'Ali in Maymun محمد بن علي بن ميمون,3rd Century AH [11th generation],,268.0,Unknown
Muhammad bin 'Ali al-'Asady محمد بن علي الأسدي,3rd Century AH [10th generation],,222.0,Unknown
Muhammad bin 'Umar bin Abi 'Umar محمد بن عمر بن أبي عمر,3rd Century AH [12th generation],,,Unknown
Muhammad bin 'Umar محمد بن عمر,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Amr bin محمد بن عمرو,3rd Century AH [11th generation],,280.0,Unknown
Muhammad bin 'Amr bin محمد بن عمرو,3rd Century AH [11th generation],,257.0,Unknown
Muhammad bin 'Amr محمد بن عمرو أبو أحمد البلخي,3rd Century AH [11th generation],,,Unknown
Muhammad bin 'Amr al-Hdthany محمد بن عمرو الحدثاني,3rd Century AH [12th generation],,,Unknown
Muhammad bin Awf bin Sufyan محمد بن عوف بن سفيان الطائي,3rd Century AH [11th generation],,273.0,Unknown
Muhammad bin 'Isa bin Ziyad محمد بن عيسى بن زياد الدامغاني,3rd Century AH [10th generation],,,Unknown
Muhammad bin 'Isa bin Muhammad محمد بن عيسى بن محمد,3rd Century AH,,294.0,Unknown
Muhammad bin 'Uayyana al-Fazari محمد بن عيينة الفزاري,3rd Century AH [10th generation],,,Unknown
Muhammad bin al-Frkhan al-Rafqy محمد بن الفرخان الرافقي,3rd Century AH [11th generation],,,Unknown
Muhammad bin al-Frkhan محمد بن الفرخان,3rd Century AH [12th generation],,,Unknown
Muhammad bin Qdamh bin A'yn محمد بن قدامة بن أعين,3rd Century AH [10th generation],,250.0,Unknown
Muhammad bin Qdamh al-Twsy محمد بن قدامة الطوسي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Qdamh al-Nhas محمد بن قدامة النحاس,3rd Century AH [10th generation],,,Unknown
Muhammad bin Qdamh al-Razy محمد بن قدامة الرازي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Qdamh محمد بن قدامة,3rd Century AH [12th generation],,,Unknown
Muhammad bin Kaml al-Mrwzy محمد بن كامل المروزي,3rd Century AH [10th generation],,,Unknown
Muhammad bin Kaml al-Many محمد بن كامل العماني,3rd Century AH [10th generation],,,Unknown
Muhammad bin Abi Sari محمد بن أبي السري,3rd Century AH [10th generation],,238.0,Unknown
Muhammad bin Muhammad bin Mus'ab محمد بن محمد بن مصعب,3rd Century AH [11th generation],,260.0,Unknown
Muhammad bin Mrdas al-Razy محمد بن مرداس الرازي القطان,3rd Century AH [10th generation],,,Unknown
Muhammad bin Mazahim al-'Amiri محمد بن مزاحم العامري,3rd Century AH [10th generation],,209.0,Unknown
Muhammad bin Mas'ud bin Yusuf محمد بن مسعود بن يوسف النيسابوري,3rd Century AH [11th generation],,247.0,Unknown
Muhammad bin Mas'ud (no identity) محمد بن مسعود غير منسوب,3rd Century AH [11th generation],,,Unknown
Muhammad bin Muslim al-Ta'ifi محمد بن مسلم الطائفي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Muslim bin al-Wara محمد بن مسلم بن عثمان - بن وارة,3rd Century AH [11th generation],190.0,270.0,Unknown
Muhammad bin Masfa bin Bahlwal محمد بن مصفى بن بهلول,3rd Century AH [10th generation],,246.0,Unknown
Muhammad bin Ma'dan bin 'Isa محمد بن معدان بن عيسى,3rd Century AH [12th generation],,260.0,Unknown
Muhammad bin Ma'mr al-Hdrmy محمد بن معمر الحضرمي,3rd Century AH [11th generation],,,Unknown
Muhammad bin al-Mughira محمد بن المغيرة,3rd Century AH [10th generation],,,Unknown
Muhammad bin Maqatil al-Razi محمد بن مقاتل الرازي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Maqatil al-''Aabadani محمد بن مقاتل أبو جعفر العباداني,3rd Century AH [10th generation],,236.0,Unknown
Muhammad bin Mqatl محمد بن مقاتل,3rd Century AH,,,Unknown
Muhammad bin Mnswr bin Thabit محمد بن منصور بن ثابت بن خالد,3rd Century AH [10th generation],,252.0,Unknown
Muhammad bin Musa bin Aby محمد بن موسى بن أبي نعيم الواسطي,3rd Century AH [10th generation],,223.0,Unknown
Muhammad bin Musa bin Nfy' محمد بن موسى بن نفيع الحرشي,3rd Century AH [10th generation],,248.0,Unknown
Muhammad bin Musa al-Harshi محمد بن موسى الحرشي,3rd Century AH [12th generation],,,Unknown
Muhammad bin Musa al-'Asm محمد بن موسى الأصم,3rd Century AH [12th generation],,,Unknown
Muhammad bin Abi Ma'shar محمد بن أبي معشر,3rd Century AH [10th generation],,247.0,Unknown
Muhammad bin Nsr al-Fra'a محمد بن نصر الفراء النيسابوري,3rd Century AH [11th generation],,,Unknown
Muhammad bin Nasr al-Mervazi محمد بن نصر المروزي الفقيه أبو عبد,3rd Century AH [12th generation],,294.0,Unknown
Muhammad bin al-Nadr bin al-Jarud محمد بن النضر بن الجارود,3rd Century AH [12th generation],,291.0,Unknown
Muhammad bin al-Ndr bin Msawr محمد بن النضر بن مساور,3rd Century AH [10th generation],,239.0,Unknown
Muhammad bin al-Nu'man bin Bashyr محمد بن النعمان بن بشير المقدسي,3rd Century AH [11th generation],,,Unknown
Muhammad bin Hashim bin Sa'id محمد بن هاشم بن سعيد,3rd Century AH [10th generation],,254.0,Unknown
Muhammad bin Hmam al-Hlby محمد بن همام الحلبي أبو بكر الخفاف,3rd Century AH [11th generation],,,Unknown
Muhammad bin al-Wzyr bin محمد بن الوزير,3rd Century AH [10th generation],,257.0,Unknown
Muhammad bin Wahb bin 'Umar محمد بن وهب بن عمر بن أبي كريمة,3rd Century AH [10th generation],,243.0,Unknown
Muhammad bin Yahya bin Ayoub محمد بن يحيى أبو يحيى القصري المروزي,3rd Century AH [10th generation],,,Unknown
Muhammad bin Yahya bin Khalid محمد بن يحيى بن خالد,3rd Century AH [12th generation],,,Unknown
Muhammad bin Yahya bin Muhammad bin Kath محمد بن يحيى بن محمد بن كثير,3rd Century AH [11th generation],,267.0,Unknown
Muhammad bin Yusuf al-Zubaidi محمد بن يوسف الزبيدي,3rd Century AH [10th generation],,240.0,Unknown
Muhammad bin Yonus al-Nsa'iy محمد بن يونس النسائي,3rd Century AH [11th generation],,,Unknown
"Abu Salah al-Fara', Mahbub bin Musa محبوب بن موسى أبو صالح الأنطاكي الفراء",3rd Century AH [10th generation],,231.0,Unknown
Mhmwd bin Sulaiman al-Blkhy محمود بن سليمان البلخي,3rd Century AH [10th generation],,,Unknown
Mkhld bin Khalid bin Abd مخلد بن خالد بن عبد الله التميمي,3rd Century AH [10th generation],,,Unknown
Mkhld bin Malik bin Shyban مخلد بن مالك بن شيبان,3rd Century AH [10th generation],,242.0,Unknown
Mrwan bin Muhammad al-Snjary مروان بن محمد السنجاري,3rd Century AH [10th generation],,,Unknown
Mas'ud bin Jwyryh bin Da'ud مسعود بن جويرية بن داود,3rd Century AH [10th generation],,248.0,Unknown
Muslim bin 'Abdullah مسلم بن عبد الله,3rd Century AH [10th generation],,,Unknown
Masraf bin 'Amr bin al-Sari مصرف بن عمرو بن السري,3rd Century AH [10th generation],,240.0,Unknown
Mty' bin 'Abdullah مطيع بن عبد الله بن مطيع بن راشد,3rd Century AH [12th generation],,,Unknown
Mu'adh bin Khalid bin Shaqayq bin Dinar معاذ بن خالد بن شقيق بن دينار,3rd Century AH [10th generation],,200.0,Unknown
al-Ma'afa bin Sulaiman al-Jzry المعافى بن سليمان الجزري أبو محمد,3rd Century AH [10th generation],,234.0,Unknown
al-Ma'afa bin 'Imran al-Zahri المعافى بن عمران الظهري,3rd Century AH [10th generation],,,Unknown
Ma'mr bin Mkhld معمر بن مخلد,3rd Century AH [10th generation],,231.0,Unknown
